lokacija2;kvadratura;sprat;broj_soba;parking;lift;terasa;cena
6.83109;55;1;2;0;0;1;83000
5.37218;95;3;4;0;0;1;141000
2.6219;74;3;3;1;0;1;145000
6.76837;82;14;3;1;1;1;95000
7.29636;96;17;4;0;1;1;139900
0.34399;83;6;4;0;1;0;139900
4.23096;94;6;3;0;1;1;139900
2.28401;76;0;3;0;1;0;139900
2.28401;74;0;3;0;0;0;139900
2.06858;61;4;3;1;1;1;139900
5.48968;82;5;3;0;1;1;139900
4.23096;94;5;3;0;1;1;139900
4.23096;83;2;4;0;0;1;139900
4.23096;84;1;4;1;0;1;137000
9.83685;43;3;2;0;1;1;66500
8.98881;29;0;1;0;0;0;47000
4.20186;68;7;3;1;1;0;165000
26.24189;84;5;3;0;1;0;40000
26.24189;63;5;3;0;1;0;33000
3.1644;76;1;3;1;1;1;173000
26.24189;44;0;1;0;0;0;15000
10.0511;42;3;2;0;0;1;38000
5.80479;41;0;1;0;0;0;60000
22.17715;47;0;1;1;0;1;31900
4.8955;65;1;2;1;0;1;110000
1.9525;49;1;2;0;1;1;131000
4.62392;78;0;3;0;1;1;195000
7.53037;89;7;4;1;1;1;140000
3.26163;154;1;5;1;0;1;265000
0.70141;100;1;4;0;0;1;279900
3.4153;60;1;1;1;1;0;122000
5.80479;77;1;3;1;1;1;88000
5.09173;38;0;1;1;0;0;76000
7.05916;66;4;2;1;0;1;112000
1.61207;60;5;2;1;1;1;106000
4.8955;67;5;2;0;1;0;122500
0.70141;84;5;3;0;1;1;259000
3.8586;26;5;1;0;0;0;37180
2.82883;54;0;3;0;1;1;111350
2.50798;65;2;3;1;1;1;139900
6.89724;52;1;3;1;0;0;76000
10.41927;85;2;4;0;0;0;91000
5.37218;46;1;2;0;0;1;72000
1.72232;26;0;2;0;0;0;65000
5.14346;52;0;3;0;0;1;72000
4.8955;67;4;2;0;1;1;115000
4.8955;62;1;2;0;1;0;115000
0.52143;62;2;3;0;0;0;145000
5.86895;50;0;3;0;0;0;59000
0.70141;65;7;3;0;1;1;175000
3.4153;80;6;3;0;0;0;140000
5.14346;54;0;3;0;0;1;56000
8.48755;80;0;3;0;0;0;116000
2.06858;63;1;3;0;0;1;161000
0.75072;77;1;2;0;0;1;230000
3.26163;51;0;2;0;1;0;108000
1.79241;56;3;2;0;0;1;150000
4.23096;49;1;2;0;1;0;79500
4.93655;65;4;2;0;1;1;110000
2.15374;54;2;2;1;1;1;149500
5.37218;120;1;4;1;1;1;312000
5.37218;48;1;2;1;1;1;125000
3.8586;26;5;1;0;0;0;33800
1.93867;54;2;2;0;1;0;149500
0.70141;37;0;2;0;1;0;110000
4.5799;89;1;3;1;0;1;161000
5.98597;76;0;3;1;0;1;55000
10.0511;75;2;3;1;0;1;60000
5.07601;40;0;2;1;0;0;89000
6.44034;47;-1;3;1;0;0;69999
5.50949;145;14;6;1;1;1;149900
7.12174;58;1;2;1;0;1;112000
4.93655;50;1;2;0;1;1;97820
6.44034;61;5;2;1;1;1;88000
1.72232;79;5;3;0;1;1;212000
4.5799;86;16;4;1;1;1;165000
4.5799;88;1;3;0;1;1;168960
4.5799;85;10;3;1;1;1;160000
5.72743;54;1;2;1;1;1;105900
6.44034;61;3;2;0;1;1;102000
6.44034;61;3;2;0;1;1;102000
3.72306;70;2;3;0;1;1;140000
0.70141;62;2;2;0;0;1;140000
4.69823;99;1;4;1;0;1;299000
0.70141;63;1;3;0;0;1;140000
10.0511;40;0;2;1;0;0;36000
4.99928;46;3;1;1;1;1;149785
4.3084;68;9;2;0;1;1;165000
2.06858;115;1;3;0;0;1;263000
3.75851;61;0;2;1;0;1;155000
2.28401;147;6;5;0;1;1;605000
2.75254;43;2;1;0;1;1;109000
7.3162;76;3;4;1;0;1;78000
5.09671;60;3;2;1;1;1;175000
7.36878;140;0;4;1;0;1;84000
4.69823;90;2;3;1;0;0;215000
10.47617;73;0;3;1;0;0;89000
10.0511;69;0;2;1;0;1;51750
4.69823;46;0;2;1;0;1;92000
22.17715;55;2;2;1;0;0;29500
0.75072;70;1;3;1;0;1;209000
7.36878;88;1;4;1;0;1;85300
9.83685;120;3;5;0;0;1;100000
11.3042;115;3;5;0;0;1;80500
3.8586;43;1;2;0;1;1;79200
5.14346;56;0;2;0;0;1;60000
3.8586;46;2;2;0;1;1;81000
3.8586;43;4;2;0;1;1;79200
4.23096;62;0;2;0;0;1;98000
1.4092;58;1;3;0;1;1;165000
8.84526;82;0;5;0;0;0;65000
3.72306;50;0;3;0;0;0;69000
0.8379;170;1;5;1;1;1;450000
4.23096;64;0;3;0;1;0;98000
4.53577;43;0;3;1;0;0;87000
4.53577;44;0;3;1;0;0;85000
0.70141;31;1;3;1;1;0;121900
1.1971;90;0;3;0;0;1;220000
0.70141;18;3;1;1;0;0;56000
6.83109;33;4;1;0;1;0;46000
0.75072;60;3;2;1;0;0;112000
5.12904;39;0;5;0;0;1;78000
0.70141;110;0;5;1;0;1;219000
6.83109;62;4;3;1;0;1;65000
7.3162;76;3;4;1;0;0;79900
6.44034;47;-1;3;0;0;0;74000
4.23096;65;2;3;1;0;0;105900
5.48968;38;5;1;1;1;0;90000
0.75072;84;1;4;0;0;0;210000
8.84526;85;1;5;0;0;1;55000
6.44034;50;-1;3;0;0;0;76000
5.37218;132;3;4;1;1;1;319489
3.75851;61;0;3;0;0;1;155000
2.97383;36;11;1;0;1;0;69500
5.37218;132;1;4;0;1;1;304573
0.8379;122;1;5;1;1;1;400000
5.86895;105;4;5;0;1;1;195000
1.361;95;5;4;0;1;1;185000
1.34658;88;23;3;0;1;1;706888
5.07601;70;5;3;1;1;1;140080
5.86895;105;4;5;1;1;1;195000
5.86895;105;4;5;1;1;1;195000
6.50801;98;4;5;0;0;1;130000
5.86895;95;6;5;1;0;1;143888
4.23096;74;0;3;0;0;0;140000
1.4092;70;3;3;0;0;1;140000
1.70232;58;0;2;1;1;0;140000
0.75072;68;1;2;0;1;1;140000
1.06365;79;0;2;0;0;1;140000
1.61207;74;1;3;0;0;1;140000
3.72306;69;0;3;1;0;0;145000
3.72306;66;2;3;1;0;1;145000
1.34658;79;9;3;1;1;1;237888
1.34658;79;2;3;1;1;1;229888
2.06858;61;3;3;0;1;1;140000
3.72306;70;1;3;0;1;1;140000
10.47617;75;1;3;0;0;1;140000
5.37218;80;4;3;0;1;1;140000
3.1644;73;11;3;0;1;0;140000
7.33142;76;0;2;0;1;1;140000
5.07601;74;2;3;1;1;1;141056
1.34658;90;1;3;1;1;1;261888
2.40507;109;5;3;1;1;1;295000
2.93805;135;0;3;1;1;0;345000
7.36878;51;2;2;1;0;0;48500
1.34658;93;4;3;1;1;1;322888
2.06858;40;4;2;0;1;1;105000
3.1644;73;11;3;0;0;0;140000
3.1644;74;4;3;0;0;0;149000
9.83685;73;4;3;0;0;0;38000
1.35537;50;2;2;0;1;1;120000
2.40507;109;5;3;1;1;0;265000
1.35951;70;0;3;0;1;1;140000
1.35951;84;11;3;0;1;0;159600
1.35951;76;5;3;0;1;1;160000
1.35951;66;3;3;0;1;0;138600
3.26163;72;3;3;0;0;0;90000
1.4092;91;12;3;0;1;1;199000
7.33142;84;3;3;0;1;1;130200
7.29636;93;8;3;0;1;1;140900
0.69708;81;2;3;0;0;0;169000
4.93655;69;6;3;0;1;1;109000
0.8379;154;6;5;1;1;1;399958
0.41854;123;1;5;0;0;0;370000
0.8379;141;4;4;0;0;1;189000
3.43361;100;3;4;0;0;1;170000
3.72306;80;1;3;1;1;1;140000
0.24446;68;6;3;0;0;1;140000
7.29636;112;17;4;0;1;1;140000
2.82883;80;1;3;0;0;0;155000
3.26163;52;2;3;0;0;0;75000
7.29636;96;17;4;0;1;1;140000
0.75072;60;0;3;0;0;0;123000
2.82883;78;1;3;0;0;1;195000
0.8379;92;3;4;0;1;1;199000
3.4153;146;6;3;0;1;1;370000
4.23096;79;4;3;1;1;1;147000
3.8586;66;2;3;0;0;1;88400
0.24446;66;6;3;0;0;1;145000
3.72306;111;2;3;0;0;0;121000
3.26163;56;3;3;0;0;0;67000
3.26163;52;2;3;0;0;0;75000
3.72306;120;4;4;1;1;1;195000
4.77334;140;7;3;1;1;1;399900
3.26163;81;3;3;0;0;0;90000
3.26163;54;2;3;0;0;0;75000
3.72306;70;1;3;0;1;1;140000
3.4629;68;1;2;0;1;1;140000
2.50798;130;0;3;0;0;0;140000
1.4092;50;3;2;0;1;1;140000
4.99928;100;30;3;0;1;0;429900
5.86895;82;3;4;1;0;0;140000
2.50798;70;1;3;0;1;0;140000
4.93655;64;4;3;0;1;1;140000
3.79743;72;2;3;1;0;1;140000
0.8379;40;1;2;0;0;0;100000
5.12904;50;0;2;0;0;0;49900
4.23096;80;5;4;1;1;1;156000
1.34658;49;3;2;1;1;1;140000
0.8379;50;4;2;0;0;1;108000
0.8379;49;0;2;0;0;0;86000
5.14346;69;2;3;1;0;1;53000
1.34658;69;1;2;1;1;1;143000
0.75072;78;3;4;0;1;1;174900
8.06846;105;1;4;0;0;1;145000
5.14346;68;1;3;0;0;0;84500
5.09173;58;16;2;1;1;0;94000
0.75072;80;2;4;0;0;0;165000
5.29349;73;0;2;1;0;1;132000
5.12904;61;2;4;1;0;1;95000
0.75072;80;2;4;0;1;0;168000
0.75072;98;1;4;0;1;1;179000
4.23096;74;0;3;0;0;0;140000
0.82632;64;3;3;0;0;0;140000
3.22382;70;1;2;0;1;1;140000
2.50798;77;2;2;0;0;1;140000
1.06365;52;1;2;0;0;1;140000
1.34658;69;1;2;1;1;1;140000
6.83109;140;2;4;1;0;1;140000
1.34658;68;1;2;0;1;1;140000
2.40507;78;1;4;1;0;1;140000
5.48968;72;5;3;1;1;1;140000
5.63327;125;2;5;1;0;1;140000
2.50798;61;1;2;1;1;1;131100
4.20186;64;1;4;0;0;0;132000
1.35537;71;3;3;0;0;0;140000
7.36878;49;1;2;1;1;1;48510
5.97639;46;1;2;1;0;1;35000
7.36878;42;3;2;1;1;1;41580
0.75072;90;3;4;0;0;1;168000
0.75072;101;4;4;1;1;1;363000
4.20186;95;4;5;0;0;1;187000
5.37218;101;3;3;1;1;1;258000
3.4629;50;4;2;0;0;1;119990
5.97639;24;1;1;0;1;0;26400
2.75254;43;2;1;0;1;1;110000
2.82883;68;9;2;0;1;1;140000
0.75072;74;0;3;0;0;0;140000
5.37218;69;6;3;1;1;1;193000
0.75072;68;1;2;1;1;1;140000
3.22382;84;1;4;1;0;1;140000
5.37218;73;4;3;0;1;0;140000
2.40507;57;4;3;0;1;1;122500
5.37218;71;7;3;1;1;1;197000
5.37218;84;2;3;0;0;1;193000
6.89724;83;2;3;1;1;1;1400
7.29636;96;17;4;0;1;1;140000
4.23096;78;2;3;1;0;0;165000
2.06858;120;1;3;0;1;1;295000
0.70141;65;3;3;0;0;1;208000
5.23375;75;2;3;1;1;1;167050
6.83109;74;1;3;0;0;1;102000
0.75072;92;3;3;0;0;0;209000
7.36878;70;3;3;0;1;0;69000
7.27996;59;0;3;0;0;0;109000
1.4092;95;1;2;0;0;1;400000
0.75072;68;1;2;0;1;1;140000
0.75072;71;2;3;1;0;0;140000
4.23096;74;0;3;0;0;0;140000
2.6219;78;1;4;0;1;1;140000
5.35053;50;1;2;1;0;1;83000
5.07601;41;1;2;0;1;1;77000
3.1644;39;3;2;0;1;0;116000
6.09595;95;6;4;0;1;1;135000
7.53037;57;7;2;0;1;1;82990
7.38829;45;5;2;0;0;0;61000
7.38829;72;0;3;0;0;0;62000
5.90221;78;3;3;0;1;1;107480
0.75072;30;11;1;0;1;1;75000
0.83622;82;0;3;0;0;0;220000
1.72232;121;6;4;1;1;1;422940
1.72232;56;6;2;1;1;1;194425
1.72232;177;3;5;1;1;1;600440
1.72232;114;4;4;1;1;1;399000
1.72232;133;1;4;0;0;1;400000
1.72232;133;1;4;0;1;1;400000
1.72232;133;1;4;0;0;0;400000
1.72232;137;3;4;0;0;0;370000
5.37218;54;0;2;0;1;1;104900
5.90221;42;3;2;0;0;1;41000
7.29636;93;8;3;0;1;1;140900
4.99928;46;3;1;0;1;1;149785
1.35951;44;12;2;0;1;1;85000
5.14346;67;1;3;1;1;1;89000
6.13415;80;3;3;0;0;0;95000
0.70141;84;5;3;1;1;1;250000
5.14346;40;1;2;1;1;1;55600
0.61555;102;2;4;1;0;1;205000
11.3042;61;3;2;0;0;0;60000
11.56277;65;3;3;1;0;1;76000
2.06858;61;4;2;1;0;1;122000
2.06858;80;4;3;1;0;1;300000
5.14346;38;2;2;0;0;1;63500
5.14346;30;0;1;1;1;1;44000
11.56277;53;2;3;0;0;1;61000
11.56277;60;3;3;0;0;0;63000
2.06858;46;1;3;0;0;1;106000
5.14346;60;1;2;1;0;1;75000
5.14346;43;0;2;0;0;1;78000
11.56277;54;0;3;0;0;1;54000
11.56277;62;3;3;0;0;0;55000
5.14346;43;0;2;0;0;1;78000
2.06858;48;2;2;0;1;1;110000
2.06858;42;1;2;0;1;1;105000
2.06858;69;5;1;0;1;1;97500
2.06858;38;2;2;1;1;0;85000
4.55358;50;0;2;0;1;1;75000
5.14346;65;8;2;0;1;1;85000
3.50483;73;4;2;0;1;1;149900
0.64398;54;4;2;0;1;1;190000
6.89724;86;2;3;1;1;1;1400
5.29349;66;4;2;1;0;1;110900
5.09173;60;7;2;0;1;1;175000
2.6219;71;2;3;1;1;1;142000
0.83622;52;5;2;0;1;1;142000
2.06858;54;-1;2;0;0;0;110000
1.72232;82;3;2;0;0;1;199900
2.97383;70;6;3;0;1;1;123000
0.75072;74;5;3;0;1;1;160000
4.23096;101;3;3;1;1;1;212000
5.35053;92;5;3;1;1;1;96600
9.38657;93;0;3;0;0;0;59900
4.23096;94;3;3;1;1;0;230000
9.38657;69;0;3;0;0;1;73900
9.38657;56;0;3;1;0;1;73100
9.38657;56;0;3;1;0;1;73100
9.38657;56;0;3;1;0;1;73100
4.23096;85;3;3;0;1;1;212500
4.23096;145;3;3;0;1;0;217500
0.75072;128;2;5;0;0;1;360000
4.62392;36;8;1;0;1;0;95000
0.75072;77;1;2;0;0;1;230000
8.98881;29;0;1;0;0;0;47000
4.97536;69;4;3;0;0;1;114000
5.09671;33;2;2;1;1;0;95000
2.82883;93;5;4;0;1;1;196589
2.82883;86;1;4;0;1;1;188628
6.44034;58;2;2;1;0;1;92000
9.38657;55;0;2;0;0;1;71500
2.50798;49;0;2;0;0;1;78500
1.79241;92;1;4;0;1;1;265000
2.82883;88;5;4;0;1;1;175000
8.08141;88;0;3;0;1;1;76000
4.55358;70;1;3;0;0;1;115500
0.69708;77;3;3;1;1;1;149000
3.72306;69;5;3;0;1;1;120000
8.08141;88;0;3;1;0;0;76000
8.08141;88;0;3;1;0;0;76000
8.08141;65;0;3;0;0;1;89000
8.08141;75;2;3;0;0;1;96000
8.08141;63;8;3;0;1;0;94500
2.82883;72;5;3;0;0;0;142693
3.72306;65;4;3;1;1;1;142780
2.82883;74;5;3;0;0;0;142693
8.33278;90;2;5;0;0;1;150000
9.83685;49;5;1;1;0;1;50400
6.53368;91;5;4;0;1;1;107000
5.48968;38;5;1;0;1;0;90000
5.14346;63;2;2;0;0;0;72450
0.75072;40;4;1;0;0;1;85000
14.15187;70;2;3;0;0;1;40000
3.79743;65;2;3;0;0;1;143000
4.69823;67;1;2;0;0;1;142800
4.41061;85;5;4;1;0;1;144900
7.33142;55;0;2;0;1;0;99000
1.34658;63;2;2;0;1;1;320000
3.26163;57;2;2;0;1;0;113000
2.6219;102;2;4;1;1;1;248316
1.34658;56;22;2;0;1;1;186888
2.6219;102;7;4;1;1;1;281352
5.73949;55;7;2;0;1;1;73000
0.70141;67;6;2;1;1;1;295000
2.93805;88;0;2;1;0;1;300000
0.52143;67;6;2;1;1;1;295000
0.34399;61;8;2;1;1;1;320000
2.06858;137;5;4;1;1;1;310000
2.6219;104;5;4;1;1;1;260925
1.34658;82;9;2;1;1;1;285000
3.72306;60;4;3;0;0;0;142200
4.55358;75;3;3;0;1;1;142500
4.00942;75;1;3;1;1;1;142500
6.89724;72;2;3;1;1;1;142560
4.77334;33;4;1;0;1;0;110000
1.34658;71;15;2;0;0;0;275888
1.34658;91;11;2;1;1;1;261888
1.61207;60;5;2;1;1;1;106000
8.48755;46;1;2;0;1;1;88000
4.23096;82;1;3;1;0;1;155000
1.50718;49;1;2;0;1;0;88000
0.75072;64;2;2;1;1;1;198400
5.12904;45;1;2;0;0;0;117000
1.50718;49;1;2;0;0;1;95000
8.01105;42;1;2;0;0;0;42000
0.75072;60;3;2;0;0;0;107000
22.17715;54;3;2;0;0;0;40000
5.14346;48;2;2;0;0;0;63500
6.44034;61;3;2;0;1;1;102000
6.76837;66;8;2;0;1;1;107000
1.61207;82;1;3;0;1;1;170000
0.34399;25;0;1;0;0;0;65000
5.35053;76;11;3;0;1;1;110000
7.52503;97;0;4;0;1;1;120000
1.1971;82;0;3;0;0;1;240000
5.09173;103;1;4;0;1;1;247000
5.90221;74;2;3;0;0;1;115000
4.23096;90;3;4;0;0;1;143000
5.91441;59;2;2;1;1;1;143700
1.97654;65;2;3;0;1;1;143790
1.97654;65;3;3;0;1;1;143790
2.82883;73;2;3;1;0;1;143900
6.1069;54;-1;2;1;1;0;38000
0.75072;94;4;4;0;1;1;182000
11.56277;64;1;2;0;0;1;36000
5.35053;61;3;2;0;0;1;79900
2.06858;86;2;3;0;0;1;280000
5.09173;93;7;2;0;1;1;175000
2.70379;54;0;3;0;0;1;90000
3.75851;72;2;3;0;1;1;143000
3.75851;72;2;3;0;1;0;143000
6.9935;84;1;3;1;1;1;143000
6.9935;84;1;3;0;1;1;143000
6.9935;84;1;3;0;1;1;143000
4.69823;67;1;2;0;0;1;143000
0.34884;51;2;2;0;1;1;143000
4.69823;67;1;2;0;0;1;143000
11.56277;56;2;2;1;0;1;45000
11.56277;56;2;2;0;0;1;42900
7.33142;89;7;3;0;1;1;143000
0.70141;105;2;3;0;1;1;299000
1.9525;88;2;3;1;1;1;193600
3.92202;76;1;3;0;0;0;266000
2.06858;78;1;3;0;0;1;194000
7.52503;56;1;2;0;0;1;67000
2.06858;70;0;3;0;1;1;199000
1.1971;65;1;3;0;1;1;143000
1.91239;94;4;4;0;1;1;182000
7.52503;51;0;2;0;0;1;65000
7.52503;51;0;2;0;0;0;75000
7.52503;42;1;2;0;0;1;67000
7.52503;59;2;2;1;0;1;80000
5.90221;67;0;3;1;1;1;1290
7.3162;39;0;2;0;1;0;1250
4.3084;53;2;2;1;1;1;144000
3.72306;72;3;3;0;1;1;144000
1.45622;123;5;4;0;1;1;219000
0.75072;66;4;2;0;1;1;150000
0.75072;50;1;2;0;1;1;114000
5.35053;93;0;2;0;0;0;115000
5.29349;58;2;2;0;1;1;115000
6.83109;90;3;4;0;0;1;90800
0.77462;90;1;3;0;0;0;198000
1.45622;95;0;4;1;0;0;238900
6.83109;82;5;3;0;0;1;46500
4.21879;85;5;4;0;0;1;144900
2.06858;70;2;3;0;1;1;144000
2.28401;48;1;2;1;1;0;144000
22.17715;52;2;3;1;0;1;35000
11.3042;91;2;3;1;0;1;81900
11.3042;71;3;3;0;0;1;67000
11.3042;71;4;3;0;0;1;67000
11.3042;71;4;3;0;0;1;67000
11.3042;70;2;3;0;0;1;60000
11.3042;61;3;3;0;0;1;60000
5.14346;74;3;3;1;0;1;77700
0.75072;78;4;3;0;0;1;120000
0.70141;94;4;4;0;0;1;190000
0.8379;50;4;2;0;0;1;108000
5.73949;101;6;4;0;1;1;168000
3.72306;72;0;3;1;1;1;1750
3.8586;51;0;2;0;1;0;78540
3.8586;45;2;1;0;1;1;69300
6.4635;68;4;3;0;1;1;85000
6.89724;125;1;5;1;0;1;145000
6.89724;101;2;5;0;1;1;155000
1.9525;109;6;3;0;1;1;211182
1.72232;314;1;7;0;0;1;565000
4.00942;70;3;2;1;1;1;144500
5.35053;85;6;3;1;1;1;144500
0.70141;88;5;3;0;1;0;189000
1.91239;109;20;4;0;1;1;145000
5.12904;46;0;2;0;0;0;46000
6.4252;83;4;3;0;1;1;170000
1.4092;23;3;0;1;1;0;75000
0.75072;38;2;2;0;1;0;145000
5.37218;105;7;4;0;1;1;145000
2.6232;63;15;3;0;0;1;145000
6.89724;40;4;2;0;0;0;44000
7.31395;70;0;2;0;1;0;82000
5.37218;219;7;5;0;1;1;460000
3.22382;45;0;2;0;0;0;65000
5.48968;38;5;1;0;1;0;90000
0.75072;38;1;2;0;1;0;145000
0.41854;38;1;1;0;1;0;145000
1.61207;82;1;3;0;0;0;145000
14.15187;95;1;4;0;0;1;145000
0.75072;72;6;3;0;0;1;145000
7.31395;53;2;2;0;0;1;69500
7.31395;62;2;2;1;0;1;77000
4.23096;66;2;3;1;0;0;108900
3.22382;41;0;2;1;1;1;74900
3.22382;52;-1;2;1;1;1;74900
14.15187;119;4;4;0;0;0;159000
14.15187;108;19;4;0;1;1;130000
7.31395;60;0;2;1;0;1;61500
5.37218;105;7;4;0;1;1;145000
0.87501;100;1;4;0;0;1;145000
5.37218;93;7;4;0;1;1;145000
0.75072;66;6;3;0;0;1;145000
5.37218;103;7;4;0;0;1;145000
2.6219;76;5;3;0;1;1;145000
2.40507;72;2;4;0;0;1;145000
5.48968;111;7;4;0;1;1;145000
3.77598;66;0;2;1;0;0;145000
6.09595;71;5;3;0;1;1;145000
1.4092;26;4;1;0;1;1;86000
5.12904;82;1;3;1;0;0;185000
1.61207;87;1;2;1;1;1;145000
6.09595;120;6;4;0;1;1;145000
4.93655;83;3;3;0;1;1;145000
1.35537;65;0;3;0;0;0;145000
5.37218;93;7;4;0;1;1;145000
5.12904;108;0;3;0;0;0;200000
1.35537;73;1;2;0;0;0;159000
2.06858;105;3;3;1;0;1;170000
5.12904;94;0;3;0;0;0;145000
0.70141;65;5;3;0;1;0;145000
0.41854;65;5;3;0;1;0;145000
5.97639;48;2;2;0;0;1;51000
0.70141;66;2;3;0;0;1;140000
5.12904;88;1;3;1;0;1;145000
5.37218;105;7;4;0;1;1;145000
6.09595;86;2;4;1;1;1;145000
3.77598;67;0;2;0;1;0;145000
0.75072;38;1;2;0;1;1;145000
0.70141;65;5;3;0;1;0;145000
2.82883;57;-1;3;1;1;1;113430
2.82883;93;5;4;1;1;1;172050
4.23096;38;0;2;0;1;1;106400
4.23096;57;4;3;0;1;1;159600
1.9525;61;6;2;0;1;1;107000
7.38829;51;1;2;0;0;1;102000
2.06858;52;2;2;0;1;1;132217
3.46927;46;0;2;1;1;1;120000
1.79241;92;2;4;1;1;1;216200
6.50801;39;6;1;0;1;1;74500
8.48755;62;1;3;1;0;1;113775
4.41061;57;1;2;1;0;1;145090
3.72306;46;0;2;0;0;0;89700
8.48755;54;1;2;1;0;1;97200
1.35951;50;14;3;0;1;0;75000
4.55358;52;1;3;1;0;0;76000
6.50801;41;6;1;0;1;1;63000
1.79241;114;3;4;0;0;1;200000
6.09595;52;4;1;1;1;1;97000
0.34884;84;1;3;0;0;1;350000
1.79241;85;4;4;0;0;1;170000
0.34884;90;7;3;0;1;1;299000
0.34884;109;2;3;0;1;1;299000
0.34884;109;2;3;0;1;1;299000
0.41854;106;2;3;0;1;1;371000
0.34884;88;6;3;0;1;1;273000
0.34884;102;1;3;0;0;1;279900
0.34884;88;7;3;0;1;1;273000
2.06858;48;0;2;1;1;0;145350
0.45185;95;1;3;1;1;1;390000
3.72306;66;0;2;0;0;1;145200
5.23375;62;7;2;0;1;1;145512
0.37596;80;4;3;0;0;1;146000
3.26163;39;3;2;0;1;0;107000
4.23096;34;0;2;1;0;0;51000
4.23096;41;12;2;1;1;0;69000
10.41927;43;2;2;1;0;0;41500
7.29636;60;4;2;1;1;1;99900
4.23096;41;0;2;0;0;0;79800
1.4092;46;0;2;0;1;0;110000
6.9935;76;3;2;0;1;1;102500
2.82883;96;-1;6;1;1;1;171840
4.23096;41;12;2;1;1;0;69000
7.38829;97;4;4;0;0;0;145000
0.87501;93;1;4;0;0;0;145000
5.37218;105;7;4;0;1;1;145000
0.75072;66;6;3;0;0;1;145000
5.86895;95;6;4;0;1;1;145000
4.21879;79;3;3;0;0;1;145000
1.91239;64;5;3;0;1;1;145000
4.00942;70;3;2;1;1;1;145000
3.43361;61;2;3;1;0;1;95000
4.20186;36;1;1;0;1;0;75000
3.26163;30;1;2;1;1;1;69000
4.23096;98;3;4;0;1;1;274400
4.23096;45;2;2;0;1;1;126000
4.23096;65;3;3;0;1;1;182000
2.82883;50;6;3;1;1;1;1990
2.82883;86;5;4;1;1;1;1850
2.82883;86;1;4;1;1;1;1850
2.82883;96;0;6;1;1;1;1790
2.82883;86;6;4;1;1;1;1850
4.20186;41;7;1;1;1;0;75000
4.23096;56;2;2;0;0;0;117000
4.23096;118;2;4;0;1;0;300000
4.23096;140;2;4;1;0;1;272000
3.72306;120;3;4;0;1;1;195000
4.3084;68;9;2;1;1;1;168000
4.23096;79;4;2;0;1;1;146000
6.50801;86;1;4;0;1;1;146000
4.23096;57;0;3;0;1;1;146000
3.79743;89;3;4;1;0;1;155278
1.34658;152;12;4;1;1;1;538888
4.3084;61;5;2;1;1;1;165900
4.3084;68;10;2;1;1;1;167000
1.34658;118;6;4;1;1;1;352888
2.82883;86;6;3;1;1;1;172594
1.70232;109;5;4;1;1;1;327270
1.34658;144;7;3;1;1;1;423888
1.34658;119;11;4;1;1;1;338888
1.34658;143;8;4;1;1;1;478888
3.79743;96;3;4;1;0;1;169000
1.34658;123;12;4;1;1;1;392888
3.43361;61;2;2;1;0;1;95000
6.09595;84;2;3;0;1;1;199000
1.34658;158;16;4;1;1;1;556888
1.34658;145;17;4;1;0;0;518888
1.34658;152;12;4;1;1;1;538888
1.34658;151;12;4;1;1;1;538888
2.82883;85;5;4;1;1;1;168822
3.72306;112;4;3;1;0;1;156000
6.76837;88;9;3;0;1;1;130000
4.93655;83;3;3;0;1;1;145000
1.4092;72;3;3;0;0;1;208000
3.77598;75;3;3;1;1;1;235000
1.9525;65;2;2;1;1;1;140000
1.72232;76;0;3;0;0;1;155000
3.50483;92;3;3;1;1;1;229500
1.9525;55;0;2;0;1;1;120000
4.41061;72;4;3;1;1;1;220000
1.9525;55;4;2;0;1;1;125000
5.90221;70;3;2;0;0;1;85000
3.1644;78;2;3;1;1;1;195000
5.90221;70;3;2;0;0;1;85000
0.24446;62;2;3;1;0;0;210000
7.36878;81;0;3;1;0;1;74000
7.36878;100;0;3;1;0;0;73000
7.36878;67;4;3;1;1;1;63650
0.24446;85;5;3;0;1;1;224000
0.24446;54;2;3;0;0;1;230000
0.24446;90;3;3;0;0;1;210000
4.86011;67;3;3;0;0;1;120000
2.82883;35;0;1;0;0;0;70000
4.23096;29;0;1;1;0;0;47000
0.97088;80;5;2;1;1;1;148000
4.19464;74;5;3;0;1;1;148000
3.4629;66;4;2;0;1;1;148000
0.97088;80;5;2;1;0;1;148000
7.05916;74;8;2;0;1;1;148000
0.97088;80;4;2;0;0;0;148000
0.24446;66;4;2;0;1;1;148000
5.35053;51;1;2;0;0;0;79000
3.26163;80;5;4;1;1;1;148000
5.14346;41;3;2;0;1;1;59450
3.26163;47;0;2;0;0;1;99000
2.82883;81;3;3;0;1;1;188500
0.24446;66;4;2;0;1;1;165000
0.24446;66;4;2;0;1;1;165000
2.75254;70;1;3;0;1;1;143000
3.26163;57;2;2;0;1;0;115000
5.14346;128;5;4;0;1;1;147200
4.23096;59;4;2;0;0;0;147500
0.52143;33;2;1;1;0;0;85000
4.55358;55;0;3;1;0;1;120000
1.45622;100;3;2;0;0;1;279000
4.23096;86;2;4;1;0;1;147000
5.63327;79;4;3;1;1;1;147000
4.23096;86;2;3;0;0;1;147000
4.23096;86;2;4;1;0;1;147000
0.52143;35;-1;1;0;0;0;85000
4.23096;89;0;3;0;0;1;147000
0.8379;42;5;1;1;1;1;108758
